"Statistic","Year","County","UNIT","VALUE"
"Births outside Marriage","2010","Sligo","Number","297"
"Births outside Marriage","2010","Galway County","Number","692"
"Births outside Marriage","2010","Cavan","Number","352"
"Births outside Marriage","2010","Donegal","Number","703"
"Births outside Marriage","2010","Monaghan","Number","261"
"Births outside Marriage","2010","Outside the State","Number",""
"Births outside Marriage","2011","State","Number","25091"
"Births outside Marriage","2011","Dublin City","Number","3489"
"Births outside Marriage","2011","Fingal","Number","1820"
"Births outside Marriage","2011","Dun Laoghaire Rathdown","Number","737"
"Births outside Marriage","2011","South Dublin","Number","2118"
"Births outside Marriage","2011","Wicklow","Number","798"
"Births outside Marriage","2011","Carlow","Number","353"
"Births outside Marriage","2011","Kildare","Number","1177"
"Births outside Marriage","2011","Kilkenny","Number","429"
"Births outside Marriage","2011","Laois","Number","491"
"Births outside Marriage","2011","Longford","Number","209"
"Births outside Marriage","2011","Louth","Number","805"
"Births outside Marriage","2011","Meath","Number","1001"
"Births outside Marriage","2011","Offaly","Number","442"
"Births outside Marriage","2011","Westmeath","Number","465"
"Births outside Marriage","2011","Wexford","Number","956"
"Births outside Marriage","2011","Waterford County","Number","339"
"Births outside Marriage","2011","Waterford City","Number","369"
"Births outside Marriage","2011","Clare","Number","505"
"Births outside Marriage","2011","Cork City","Number","728"
"Births outside Marriage","2011","Cork County","Number","1743"
"Births outside Marriage","2011","Kerry","Number","642"
"Births outside Marriage","2011","Limerick City","Number","372"
"Births outside Marriage","2011","Limerick County","Number","680"
"Births outside Marriage","2011","North Tipperary","Number","362"
"Births outside Marriage","2011","South Tipperary","Number","468"
"Births outside Marriage","2011","Tipperary","Number",""
"Births outside Marriage","2011","Galway City","Number","332"
"Births outside Marriage","2011","Leitrim","Number","122"
"Births outside Marriage","2011","Mayo","Number","492"
"Births outside Marriage","2011","Roscommon","Number","237"
"Births outside Marriage","2011","Sligo","Number","318"
"Births outside Marriage","2011","Galway County","Number","719"
"Births outside Marriage","2011","Cavan","Number","373"
"Births outside Marriage","2011","Donegal","Number","727"
"Births outside Marriage","2011","Monaghan","Number","273"
"Births outside Marriage","2011","Outside the State","Number",""
"Births outside Marriage","2012","State","Number","25179"
"Births outside Marriage","2012","Dublin City","Number","3502"
"Births outside Marriage","2012","Fingal","Number","1826"
"Births outside Marriage","2012","Dun Laoghaire Rathdown","Number","731"
"Births outside Marriage","2012","South Dublin","Number","2087"
"Births outside Marriage","2012","Wicklow","Number","809"
"Births outside Marriage","2012","Carlow","Number","368"
"Births outside Marriage","2012","Kildare","Number","1233"
"Births outside Marriage","2012","Kilkenny","Number","436"
"Births outside Marriage","2012","Laois","Number","474"
"Births outside Marriage","2012","Longford","Number","224"
"Births outside Marriage","2012","Louth","Number","800"
"Births outside Marriage","2012","Meath","Number","982"
"Births outside Marriage","2012","Offaly","Number","434"
"Births outside Marriage","2012","Westmeath","Number","518"
"Births outside Marriage","2012","Wexford","Number","951"
"Births outside Marriage","2012","Waterford County","Number","323"
"Births outside Marriage","2012","Waterford City","Number","397"
"Births outside Marriage","2012","Clare","Number","564"
"Births outside Marriage","2012","Cork City","Number","711"
"Births outside Marriage","2012","Cork County","Number","1795"
"Births outside Marriage","2012","Kerry","Number","620"
"Births outside Marriage","2012","Limerick City","Number","465"
"Births outside Marriage","2012","Limerick County","Number","619"
"Births outside Marriage","2012","North Tipperary","Number","356"
"Births outside Marriage","2012","South Tipperary","Number","454"
"Births outside Marriage","2012","Tipperary","Number",""
"Births outside Marriage","2012","Galway City","Number","351"
"Births outside Marriage","2012","Leitrim","Number","118"
"Births outside Marriage","2012","Mayo","Number","540"
"Births outside Marriage","2012","Roscommon","Number","243"
"Births outside Marriage","2012","Sligo","Number","329"
"Births outside Marriage","2012","Galway County","Number","611"
"Births outside Marriage","2012","Cavan","Number","378"
"Births outside Marriage","2012","Donegal","Number","667"
"Births outside Marriage","2012","Monaghan","Number","263"
"Births outside Marriage","2012","Outside the State","Number",""
"Births outside Marriage","2013","State","Number","24353"
"Births outside Marriage","2013","Dublin City","Number","3413"
"Births outside Marriage","2013","Fingal","Number","1741"
"Births outside Marriage","2013","Dun Laoghaire Rathdown","Number","658"
"Births outside Marriage","2013","South Dublin","Number","1869"
"Births outside Marriage","2013","Wicklow","Number","826"
"Births outside Marriage","2013","Carlow","Number","350"
"Births outside Marriage","2013","Kildare","Number","1114"
"Births outside Marriage","2013","Kilkenny","Number","444"
"Births outside Marriage","2013","Laois","Number","467"
"Births outside Marriage","2013","Longford","Number","250"
"Births outside Marriage","2013","Louth","Number","801"
"Births outside Marriage","2013","Meath","Number","992"
"Births outside Marriage","2013","Offaly","Number","402"
"Births outside Marriage","2013","Westmeath","Number","481"
"Births outside Marriage","2013","Wexford","Number","900"
"Births outside Marriage","2013","Waterford County","Number","330"
"Births outside Marriage","2013","Waterford City","Number","386"
"Births outside Marriage","2013","Clare","Number","470"
"Births outside Marriage","2013","Cork City","Number","740"
"Births outside Marriage","2013","Cork County","Number","1743"
"Births outside Marriage","2013","Kerry","Number","562"
"Births outside Marriage","2013","Limerick City","Number","458"
"Births outside Marriage","2013","Limerick County","Number","563"
"Births outside Marriage","2013","North Tipperary","Number","337"
"Births outside Marriage","2013","South Tipperary","Number","501"
"Births outside Marriage","2013","Tipperary","Number",""
"Births outside Marriage","2013","Galway City","Number","384"
"Births outside Marriage","2013","Leitrim","Number","111"
"Births outside Marriage","2013","Mayo","Number","531"
"Births outside Marriage","2013","Roscommon","Number","258"
"Births outside Marriage","2013","Sligo","Number","321"
"Births outside Marriage","2013","Galway County","Number","608"
"Births outside Marriage","2013","Cavan","Number","360"
"Births outside Marriage","2013","Donegal","Number","717"
"Births outside Marriage","2013","Monaghan","Number","265"
"Births outside Marriage","2013","Outside the State","Number",""
"Births outside Marriage","2014","State","Number","24389"
"Births outside Marriage","2014","Dublin City","Number","3369"
"Births outside Marriage","2014","Fingal","Number","1701"
"Births outside Marriage","2014","Dun Laoghaire Rathdown","Number","693"
"Births outside Marriage","2014","South Dublin","Number","1857"
"Births outside Marriage","2014","Wicklow","Number","789"
"Births outside Marriage","2014","Carlow","Number","370"
"Births outside Marriage","2014","Kildare","Number","1184"
"Births outside Marriage","2014","Kilkenny","Number","423"
"Births outside Marriage","2014","Laois","Number","471"
"Births outside Marriage","2014","Longford","Number","214"
"Births outside Marriage","2014","Louth","Number","806"
"Births outside Marriage","2014","Meath","Number","982"
"Births outside Marriage","2014","Offaly","Number","448"
"Births outside Marriage","2014","Westmeath","Number","513"
"Births outside Marriage","2014","Wexford","Number","960"
"Births outside Marriage","2014","Waterford County","Number","321"
"Births outside Marriage","2014","Waterford City","Number","359"
"Births outside Marriage","2014","Clare","Number","486"
"Births outside Marriage","2014","Cork City","Number","717"
"Births outside Marriage","2014","Cork County","Number","1754"
"Births outside Marriage","2014","Kerry","Number","626"
"Births outside Marriage","2014","Limerick City","Number","491"
"Births outside Marriage","2014","Limerick County","Number","589"
"Births outside Marriage","2014","North Tipperary","Number","314"
"Births outside Marriage","2014","South Tipperary","Number","514"
"Births outside Marriage","2014","Tipperary","Number",""
"Births outside Marriage","2014","Galway City","Number","368"
"Births outside Marriage","2014","Leitrim","Number","116"
"Births outside Marriage","2014","Mayo","Number","500"
"Births outside Marriage","2014","Roscommon","Number","235"
"Births outside Marriage","2014","Sligo","Number","278"
"Births outside Marriage","2014","Galway County","Number","646"
"Births outside Marriage","2014","Cavan","Number","329"
"Births outside Marriage","2014","Donegal","Number","703"
"Births outside Marriage","2014","Monaghan","Number","263"
"Births outside Marriage","2014","Outside the State","Number",""
"Births outside Marriage","2015","State","Number","23942"
"Births outside Marriage","2015","Dublin City","Number","3200"
"Births outside Marriage","2015","Fingal","Number","1653"
"Births outside Marriage","2015","Dun Laoghaire Rathdown","Number","680"
"Births outside Marriage","2015","South Dublin","Number","1776"
"Births outside Marriage","2015","Wicklow","Number","776"
"Births outside Marriage","2015","Carlow","Number","335"
"Births outside Marriage","2015","Kildare","Number","1096"
"Births outside Marriage","2015","Kilkenny","Number","454"
"Births outside Marriage","2015","Laois","Number","442"
"Births outside Marriage","2015","Longford","Number","233"
"Births outside Marriage","2015","Louth","Number","819"
"Births outside Marriage","2015","Meath","Number","943"
"Births outside Marriage","2015","Offaly","Number","388"
"Births outside Marriage","2015","Westmeath","Number","481"
"Births outside Marriage","2015","Wexford","Number","918"
"Births outside Marriage","2015","Waterford County","Number","354"
"Births outside Marriage","2015","Waterford City","Number","333"
"Births outside Marriage","2015","Clare","Number","503"
"Births outside Marriage","2015","Cork City","Number","724"
"Births outside Marriage","2015","Cork County","Number","1866"
"Births outside Marriage","2015","Kerry","Number","570"
"Births outside Marriage","2015","Limerick City","Number","453"
"Births outside Marriage","2015","Limerick County","Number","584"
"Births outside Marriage","2015","North Tipperary","Number","360"
"Births outside Marriage","2015","South Tipperary","Number","479"
